id,type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/localidad,properties/LocalidadUriDbpedia,properties/numero de bombardeos,properties/fechas,properties/bando,properties/descripcion,properties/fuente,properties/observaciones
173,Feature,Point,-2.46540753075727,43.186234798685035,Eibar,http://dbpedia.org/resource/Eibar,18,Desde 29/08/1936 hasta 25/04/1937,Franquista,"Eibar fue bombardeado en 18 ocasiones, 14 de ellas entre septiembre y noviembre de 1936 y las otras en abril de 1937. Fue una de las poblaciones más castigadas de Gipuzkoa. Los daños materiales fueron muy importantes, tanto en el casco urbano como en las afueras y en las carreteras adyacentes. Barrios como Jardines y Arragueta sufrieron grandes destrozos, y edificios como la estación, fábricas de la zona fabril, la Casa del Pueblo, la Aberri-Etxea, el ayuntamiento o e el local del orfeón fueron al menos parcialmente destruidos. La Legión Condor participó en estos ataques, y en abril de 1937 el comandante alemán Richtofen describía la ciudad incendiada, especialmente el centro de la misma, y mencionaba la labor de la aviación italiana en dichos ataques. No se dispone de información suficiente para especificar el número de víctimas, pero faltando datos de bastantes de estos bombardeos al menos hubo al menos 77 muertos y 116 heridos. ","Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  IRARGI, Euskadiko Ondarearen Zentroa/Centro de Patrimonio Documental de Euskadi, Doc. GE-0037-03. Relación de víctimas causadas por la aviación facciosa en sus incursiones del mes de abril de 1937.  Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el “caso Guernica�?, Sedmay, Madrid, 1976, pp. 98-132.  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Euzkadi  El Liberal  La Gaceta del Norte  El Noticiero Bilbaíno  El Nervión  Testimonio de George Steer",
172,Feature,Point,-2.0095741982944753,43.32138610565713,"Cuevas de San Marcos, Spain","http://dbpedia.org/resource/Cuevas_de_San_Marcos,_Spain",1,06/08/1936,Franquista,Un avión sobrevoló la zona arrojando dos bombas en Igeldo y otras dos en San Marcos. Las arrojadas en Igeldo tenían la intención de destruir las antenas de radio que allí había. Se produjeron daños materiales de escasa gravedad en ambos lugares. No hubo víctimas.,Frente Popular  El Liberal  La Gaceta del Norte,
163,Feature,Point,-2.4720749271751603,43.11357975624507,Angiozar,http://www.wikidata.org/entity/Q12253564,3,30/10/1936  17/12/1936  19/12/1936,Republicano,"La aviación republicana bombardeó la zona de Angiozar, perteneciente a Begara, en tres ocasiones entre octubre y diciembre de 1936. Hubo daños materiales de importancia, quedando la zona de la plaza destruida. No se dispone de información sobre el número de víctimas que pudiera haber habido. ",El Liberal  El Noticiero Bilbaíno  La Gaceta del Norte  El Nervión  Euzkadi,
162,Feature,Point,-2.472581262247711,43.11370691690923,Angiozar,http://www.wikidata.org/entity/Q12253564,1,17/12/1936,Franquista,"La aviación franquista bombardeó la zona de Angiozar, perteneciente a Bergara, el 176 de diciembre de 1936. No se dispone de información al respecto de las consecuencias de este ataque",Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI),
161,Feature,Point,-3.3638133060901163,43.242031481354225,Karrantza,http://dbpedia.org/resource/Karrantza,5,Desde 17/06/1937 hasta 02/07/1937,Franquista,"La aviación franquista bombardeó la zona de Karrantza en cinco ocasiones entre junio y julio de 1937. La Legión Condor alemana participó en todos estos ataques, mientras que la aviación italiana lo hizo al menos en una ocasión. El barrio de Molinar fue especialmente castigado por estos bombardeos. No disponemos de información sobre el número de víctimas que pudieron causar.  ",Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Testimonio de Mercedes Iribarren ,
160,Feature,Point,-3.231614008209371,43.238248675686506,Artzentales,http://dbpedia.org/resource/Artzentales,5,Desde 22/06/1937 hasta 02/07/1937,Franquista,"Artzentales fue bombardeado en cinco ocasiones entre junio y julio de 1937. La zona de Traslaviña fue especialmente castigada. La Legión Condor alemana participó en varios de estos bombardeos, y la aviación italiana la menos en uno. No se dispone de información sobre el número de víctimas que pudo haber.",Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Aviazione Legionaria. Comando Base Aerea Salamanca. Attivit�  di Volo. (ALAVO),
167,Feature,Point,-2.41192880292023,43.119211661178944,Bergara,http://dbpedia.org/resource/Bergara,4,Desde 05/10/1936 hasta 09/04/1937,Republicano,Bergara fue bombardeado por la aviación republicana en cuatro ocasiones. Las crónicas periodísticas afirman que se atacaron objetivos militares. No se dispone de información sobre las consecuencias de estos ataques.,El Liberal  Euzkadi  El Nervión,
166,Feature,Point,-2.4131657759181095,43.1155893180005,Bergara,http://dbpedia.org/resource/Bergara,1,28/12/1936,Franquista,"Un bimotor “Dragón�?, al ser derribado por aviones republicanos en un combate aéreo, soltó las bombas que llevaba sobre la población de Bergara, según la crónica de ""El Liberal""",El Liberal,
165,Feature,Point,-2.4866244807659994,43.065938951009194,Arrasate,http://dbpedia.org/resource/Mondragón,3,21/10/1936  17/12/1936  19/12/1936,Republicano,"La aviación republicana bombardeó Arrasate en tres ocasiones entre octubre y diciembre de 1936. Las zonas de Santa Bárbara y Kurtze Txiki fueron dañadas en estos ataques, y varios edificios fueron destruidos. ",El Liberal  El Noticiero Bilbaíno  Euzkadi  La Gaceta del Norte  El Nervión ,
164,Feature,Point,-2.513987967313754,43.07818575629772,Arrasate,http://dbpedia.org/resource/Mondragón,8,Desde 26/10/1936 hasta 24/04/1937,Franquista,La aviación franquista bombardeó la zona de Arrasate en ocho ocasiones. Las zonas de Udala y Maitena resultaron especialmente dañadas. Se desconoce el número de víctimas que pudieron causar estos ataques. La Legión Condor alemana participó en los mismos.,Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Euzkadi  El Noticiero Bilbaíno,
186,Feature,Point,-1.9661372798080134,43.309886374591414,"Loyola, San Sebastián","http://dbpedia.org/resource/Loyola,_San_Sebastián",1,27/07/1937,Republicano,"Los Cuarteles de Loyola, en los que se habían atrincherado algunos sublevados, fueron bombardeados primero por una avioneta y después por un trimotor, mediante obuses y bombas incendiarias. En “El Liberal�? del día 29 de julio se menciona el bombardeo y se habla de un enorme cráter abierto por el trimotor y de 6 heridos, cuatro graves y dos muy graves. ",El Liberal  Frente Popular,
187,Feature,Point,-2.529398429570387,43.05229843030347,Gipuzkoa,http://dbpedia.org/resource/Gipuzkoa,2,02/04/1937  04/04/1937,Franquista,"La aviación franquista bombardeó las posiciones republicanas en la zona del monte Murugain, entre Aramaio y Arrasate. No se dispone de información sobre las consecuencias de dichos ataques. ",Partes de Misión de las Fuerzas Aéreas del Norte. (PMFAN)  Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO),
184,Feature,Point,-2.5685156658087376,42.98675304112059,Leintz Gatzaga,http://dbpedia.org/resource/Leintz_Gatzaga,1,10/03/1937,Republicano,"La aviación republicana bombardeó el 10 de marzo de 1936 la zona de San Martín en Leintz-Gatzaga, destruyendo las posiciones franquistas de dicho sector. Las crónicas periodísticas no daban más información. ",El Liberal  Euzkadi,
185,Feature,Point,-1.899803389046937,43.32119017109809,Lezo,"http://dbpedia.org/resource/Lezo,_Spain",1,26/08/1936,Franquista,La aviación franquista bombardeó la zona de Lezo. Fue dañado el local de Izquierda Republicana en esta localidad. Hubo tres muertos y cinco heridos a causa de este ataque. ,El Liberal  Euzkadi  La Gaceta del Norte  El Noticiero Bilbaíno  Frente Popular  El Nervión,
190,Feature,Point,-1.9080605028105735,43.320170038205696,Pasaia,http://dbpedia.org/resource/Pasaia,1,04/12/1936,Republicano,"Un trimotor republicano bombardeó el puerto de Pasaia, pero debido a la niebla no pudo cumplir con todos los objetivos asignados. No se da más información.",El Liberal  El Noticiero Bilibaíno  Euzkadi  La Gaceta del Norte,
191,Feature,Point,-1.9283814634654286,43.32457635021348,Pasaia,http://dbpedia.org/resource/Pasaia,3,12/08/1936  19/08/1936  01/09/1936,Franquista,"Pasaia fue bombardeado dos veces por la aviación y una tercera por el buque de guerra ""España"". En este último caso  el objetivo serían los depósitos de CAMPSA y los polvorines, que no fueron alcanzados. El buque fue atacado por las baterías republicanas y se tuvo que retirar. En los otros dos casos los proyectiles alcanzaron el Cementerio Inglés, el caserío ""Larrabide"" y  ""Carchegui"", donde se hallaba el Cuartel General de las milicias vascas. Murieron al menos tres personas.",Frente Popular  EL Noticiero Bilbaíno  Euzkadi  El Nervión,
188,Feature,Point,-2.3849588096630665,43.30644029257394,Mutriku,http://dbpedia.org/resource/Mutriku,2,24/10/1936  23/12/1936,Republicano,"La aviación republicana bombardeó Mutriku en dos ocasiones, en octubre  y en diciembre de 1936. Según las crónicas, se lanzaron gran cantidad de proyectiles. No se dispone de información sobre las víctimas que pudiera haber habido. ",El Liberal  El Noticiero Bilbaíno  Euzkadi  La Gaceta del Norte,
189,Feature,Point,-1.8603191226098021,43.299012159151765,Oiartzun,http://dbpedia.org/resource/Oiartzun,,08/08/1936  09/08/1936  11/08/1936,Republicano,"Oiartzun, y en concreto las zonas de Arkale y Pokokieta, fueron bombardeadas en tres ocasiones por la aviación republicana. Un caserío llamado ""Ugandecho"" fue destruido. Se ""El Liberal"" estaba siendo utilizado como cuartel por los franquistas. ",Frente Popular  El Liberal  Euzkadi,
178,Feature,Point,-2.4992656566155325,43.13048570114413,Intxorta,http://www.wikidata.org/entity/Q3153743,5,Desde 01/04/1937 hasta 24/04/1937,Franquista,"La aviación franquista bombardeó en cinco ocasiones la zona de Intxorta en abril de 1937. La Legión Condor alemana, específicamente los grupos J/88 y K/88 participaron en estos ataques, así como la aviación italiana. No se dispone de datos sobre el número de víctimas que pudieran haber causado. ","Coronel Jefe de Estado Mayor. Tercera Sección. Resumen de las Operaciones. (CJEMRO)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Legión Cóndor. Informe a la Jefatura del Aire de Salamanca. (LCIJA)  Scrittori sulla guerra civile spagnola. Ministero degli Affari Esteri, Gabinetto del Ministro 1236. (SSGCS)  Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Diario de Richtofen. Maier, Klaus A., Guernica. La intervención alemana en España y el “caso Guernica�?, Sedmay, Madrid, 1976, pp. 98-132.  Euzkadi",
179,Feature,Point,-1.7896184568835065,43.33916712666336,Irun,http://dbpedia.org/resource/Irun,1,28/08/1936,Republicano,La aviación republicana bombardeó las posiciones franquistas en la zona de Irún. No se dispone de información acerca de las consecuencias de dicho ataque. ,Euzkadi,
176,Feature,Point,-2.4150022985668707,43.21507874778615,Elgoibar,http://dbpedia.org/resource/Elgoibar,1,31/03/1937,Franquista,"La aviación franquista bombardeó la zona de Elgoibar el 31 de marzo de 1937, causando daños importantes en la fábrica de San Pedro. No se dispone de información sobre si hubo víctimas. ",Euzkadi,
177,Feature,Point,-1.9740740807319264,43.26766195408631,"Hernani, Gipuzkoa","http://dbpedia.org/resource/Hernani,_Gipuzkoa",4,Desde 20/08/1937 hasta 11/09/1936,Franquista,"Hernani fue bombardeado en cuatro ocasiones entre agosto y septiembre de 1936. Fueron alcanzados el convento de los Agustinos, utilizados por las milicias nacionalistas y el local de Izquierda Republicana así como la zona entre el cementerio y el hospital, además de otros edificios. Hubo un total de 5 muertos y 11 heridos a consecuencia de estos ataques. ",El Liberal  Euzkadi  El Noticiero Bilbaíno  Frente Popular  La Gaceta del Norte  El Nervión,
182,Feature,Point,-2.4804799790531407,43.14821563247795,Pais Vasco,http://dbpedia.org/resource/Pais_Vasco,1,18/11/1936,Franquista,"La aviación franquista bombardeó las posiciones republicanas en la zona de Karabieta, en Elgeta, el 18 de noviembre de 1936. No hubo víctimas. ",Euzkadi,
183,Feature,Point,-2.0201002827183743,43.26850705142196,Lasarte-Oria,http://dbpedia.org/resource/Lasarte-Oria,5,Desde 27/08/1936 hasta 11/09/1936,Franquista,"La aviación franquista bombardeó la zona de Lasarte en cinco ocasiones entre agosto y septiembre de 1936. Varios edificios fueron gravemente dañados. Se registraron un muerto y tres heridos, si bien en dos de los ataques no se dispone de información a este respecto. ",Frente Popular  Euzkadi  El Liberal  El Noticiero Bilbaíno,
180,Feature,Point,-1.7981372029244025,43.338480492105475,Irun,http://dbpedia.org/resource/Irun,13,Desde 20/08/1936 hasta 04/09/1936,Franquista,"Irún fue bombardeado en trece ocasiones entre agosto y septiembre de 1936. Las zonas de Saroya y San Marcial, la plaza, la estación ferroviaria, el ayuntamiento, el cuartel, el convento de los Escolapios, el Círculo Republicano y la fábrica de cerillas resultaron dañados. La Legión Condor alemana y la aviación italiana participaron en estos ataques. Para el final de la ofensiva, las crónicas del ""Euzkadi"" hablan de que “Irún está ardiendo. Es una inmensa hoguera�?. Se desconoce el número de víctimas que pudieron causar estos ataques. ","Attivitá Giornaliera dell’Aviazione Legionaria. British Intelligence. Kew archives. HW 21 1. (AGALBI)  Informes de Henry Chilton, embajador de Gran Bretaña, a los servicios de inteligencia aérea británicos. (IHCh)  Euzkadi  El Liberal  El Noticiero Bilbaíno  Frente Popular  La Gaceta del Norte  El Nervión",
181,Feature,Point,-1.8562406720572318,43.34508629937447,Jaizkibel,http://dbpedia.org/resource/Jaizkibel,1,10/09/1936,Republicano,"La aviación republicana dejó caer muchas bombas en la zona de Jaizkibel, entre Pasaia, Lezo y Hondarribia, causando grandes daños y bajas en las filas franquistas, según las crónicas.",El Noticiero Bilbaíno  El Liberal  Euzkadi,
197,Feature,Point,-2.2584855117465583,43.29654295508591,Zumaia,http://dbpedia.org/resource/Zumaia,1,23/12/1937,Republicano,"Algunos cazas y bombardero republicanos bombardearon las posiciones enemigas de Zumaia, arrojando gran cantidad de proyectiles. Las crónicas periodísticas no proporcionan más información.",El Liberal  El Noticiero Bilbaíno  Euzkadi  La Gaceta del Norte,
196,Feature,Point,-1.990661102175164,43.247940877568055,Urnieta,http://dbpedia.org/resource/Urnieta,1,28/08/1936,Franquista,La aviación franquista bombardeó la zona de Urnieta el 28 de agosto de 1936. Un miliciano murió a consecuencia de este ataque. ,El  Noticiero Bilbaíno,
193,Feature,Point,-2.075125034600915,43.134842549840606,"Tolosa, Spain","http://dbpedia.org/resource/Tolosa,_Spain",1,01/08/1936,Franquista,"La aviación franquista bombardeó Tolosa, según la crónica del ""Frente Popular"", que no daba más información acerca de las consecuencias del acto. ",Frente Popular,
192,Feature,Point,-1.89861271355048,43.31264076199007,Errenteria,http://dbpedia.org/resource/Errenteria,2,01/09/1936  26/04/1937,Franquista,"Errenteria fue bombardeado en dos ocasiones, una en septiembre de 1936 y la otra en abril de 1937. En el primero de los ataques se registraron un muertos y dos heridos, además de los daños materiales. Sobre el segundo no se dispone de información la respecto del número de víctimas. ",Euzkadi  El Liberal,
195,Feature,Point,-2.487043750749297,43.201404210637904,Urko mendia,http://www.wikidata.org/entity/Q2884942,1,26/04/1937,Franquista,"La aviación franquista bombardeó las posiciones republicanas en la zona del monte Urko, entre Eibar, Ermua y Markina. No se dispone de información sobre las consecuencias de dicho ataque. ",Partes de operaciones de las Fuerzas Aéreas del Norte. (POFAN),
194,Feature,Point,-2.443686375876638,43.23975876645047,Ermua,http://dbpedia.org/resource/Ermua,2,17/10/1936  21/10/1936,Franquista,La aviación franquista bombardeó en dos ocasiones las posiciones republicanas en la zona del monte Urkaregi. Los bombardeos se produjeron en octubre de 1936 con cuatro días de diferencia. No se dispone de datos sobre el número de víctimas que pudieron producir.,Jefatura del Aire. Estado Mayor. Información (octubre a diciembre 1936). (JAEMI)  Testimonio de Alberto Onaindia,
